-0.995247,-0.122171,4.73646,
-0.692423,-6.1386,1.94937,
-0.206417,-5.42845,2.03759,
-1.71709,0.848391,7.59184,
-0.494772,-5.38535,3.03155,
-1.72891,3.91598,7.79704,
-1.66311,0.809733,6.0358,
-0.380494,-4.3103,3.56135,
-1.71547,-7.57746,7.66716,
-0.216844,12.7291,6.51492,
-0.0810897,-3.61113,1.82655,
-0.733134,-0.193583,2.58235,
-0.483727,-5.07886,1.94484,
-1.63248,-3.46962,7.68109,
-0.419216,-4.22336,1.84506,
-2.33854,-5.17153,5.7264,
-1.00281,0.274402,4.38606,
-0.421708,-6.72003,1.31984,
-2.78416,15.7009,2.51051,
-8.06098,-4.18816,2.83512,
-3.10835,10.2647,2.29589,
-2.53713,-2.05464,6.99146,
9.33216,12.3718,5.82169,
-4.48377,16.3317,7.48407,
-0.0523104,-3.74746,1.1403,
-1.92986,-3.39528,6.18369,
-0.513988,-2.34644,4.42939,
0.692078,-6.98148,-1.59401,
-1.70636,1.91432,5.34453,
-0.642934,-5.10305,4.02026,
-0.0909517,-2.57756,3.93358,
1.19626,-6.63054,-2.99941,
-0.132571,-3.20538,1.30635,
-1.3372,-1.96303,5.39177,
-0.214564,-3.67117,1.09776,
-1.70834,-3.30551,5.69667,
-2.15123,-9.27104,-3.67156,
-4.7858,-4.46763,15.3792,
-0.445627,-4.58716,1.01673,
-2.36905,-4.93433,7.49887,
-0.0882797,-3.93832,1.75025,
-1.16995,-2.62724,5.82303,
-1.03198,-0.509614,5.03337,
-0.578743,-6.70846,1.74037,
-0.335459,-4.84041,2.41977,
-1.51367,-0.586001,4.86871,
0.188238,-2.9293,0.838106,
-1.64387,-4.84385,4.27021,
-0.515168,-4.16427,3.1136,
-1.36898,1.83294,5.13466,
-0.219224,-4.29081,1.34139,
-1.75993,-3.83216,5.55449,
-0.507353,-5.12197,2.8387,
-1.83892,2.55305,7.12959,
-4.01858,13.4555,2.04812,
-7.25912,-2.84008,3.84329,
-1.96938,1.10967,6.52566,
-1.32337,-6.55537,1.05339,
-1.05019,0.969519,5.19477,
0.110806,-5.30701,0.747382,
-2.03258,1.77181,5.79321,
-1.55077,-4.91385,6.18833,
-1.31669,2.0431,5.92254,
-4.4852,-3.41123,8.93381,
-1.36829,0.698817,4.94774,
-1.09637,-5.77124,4.44925,
9.29536,12.1097,5.98735,
-4.43808,16.8022,7.23142,
-0.697091,-1.88077,4.87693,
0.818341,-8.79106,-1.5722,
-0.123086,-3.65163,1.29427,
-1.27466,-3.07719,5.70259,
-2.46616,2.4449,6.58895,
-1.48785,-2.19355,5.21265,
-1.81583,0.0873457,5.93692,
-1.76701,-6.55496,1.19847,
-0.849933,-4.23689,2.24945,
-1.12086,-1.90124,4.10705,
-0.827129,-3.92537,2.85679,
-1.22757,0.471898,4.01337,
-0.813106,-4.41247,3.06273,
-1.63567,-1.73859,5.15542,
-1.84058,0.334696,6.5173,
-1.75763,-5.50642,1.16366,
-0.460132,-4.9587,1.61236,
-1.60426,-3.4371,6.9407,
-0.819374,-4.77896,3.00581,
-1.19977,-1.84805,5.35445,
-0.820541,-9.30067,-2.48672,
-5.68016,-3.59149,14.7056,
-0.585495,-6.14858,2.96053,
-0.719545,-0.334807,8.43263,
-0.811387,-1.12551,3.60944,
0.479098,-8.63693,-1.07992,
-2.445,-10.3391,-3.29492,
-5.06199,-4.66246,15.6402,
-2.27972,-9.43702,-3.60757,
